,Time,Frame,bytes,Server/Client,Dest
113,0.856907,35,378429,Server,10.1.3.4
114,0.863952,36,354237,Server,10.1.3.2
115,0.864642,35,378429,Server,10.1.3.3
116,0.866907,36,354237,Server,10.1.3.4
117,0.873952,37,156378,Server,10.1.3.2
118,0.874642,36,354237,Server,10.1.3.3
119,0.876907,37,156378,Server,10.1.3.4
120,0.883952,38,355341,Server,10.1.3.2
121,0.884359,3,345876,Client,NaN
122,0.884642,37,156378,Server,10.1.3.3
123,0.886514,2,3081,Client,NaN
124,0.886907,38,355341,Server,10.1.3.4
125,0.888773,3,345876,Client,NaN
126,0.893952,39,217647,Server,10.1.3.2
127,0.894642,38,355341,Server,10.1.3.3
128,0.896907,39,217647,Server,10.1.3.4
129,0.903952,40,245283,Server,10.1.3.2
130,0.904642,39,217647,Server,10.1.3.3
131,0.906907,40,245283,Server,10.1.3.4
132,0.913952,41,432126,Server,10.1.3.2
133,0.914642,40,245283,Server,10.1.3.3
134,0.916907,41,432126,Server,10.1.3.4
135,0.923952,42,287364,Server,10.1.3.2
136,0.924642,41,432126,Server,10.1.3.3
137,0.926907,42,287364,Server,10.1.3.4
138,0.933952,43,154902,Server,10.1.3.2
139,0.934642,42,287364,Server,10.1.3.3
140,0.936907,43,154902,Server,10.1.3.4
141,0.943952,44,411636,Server,10.1.3.2
142,0.944642,43,154902,Server,10.1.3.3
143,0.946907,44,411636,Server,10.1.3.4
144,0.953952,45,215559,Server,10.1.3.2
145,0.954642,44,411636,Server,10.1.3.3
146,0.956907,45,215559,Server,10.1.3.4
147,0.963952,46,356427,Server,10.1.3.2
148,0.964642,45,215559,Server,10.1.3.3
149,0.966907,46,356427,Server,10.1.3.4
150,0.973952,47,409023,Server,10.1.3.2
151,0.974642,46,356427,Server,10.1.3.3
152,0.976907,47,409023,Server,10.1.3.4
153,0.983952,48,352647,Server,10.1.3.2
154,0.984642,47,409023,Server,10.1.3.3
155,0.986907,48,352647,Server,10.1.3.4
156,0.993952,49,322329,Server,10.1.3.2
157,0.994642,48,352647,Server,10.1.3.3
158,0.996907,49,322329,Server,10.1.3.4
159,1.00395,50,305001,Server,10.1.3.2
160,1.00464,49,322329,Server,10.1.3.3
161,1.00691,50,305001,Server,10.1.3.4
162,1.01395,51,306636,Server,10.1.3.2
163,1.01398,4,91000,Client,NaN
164,1.01446,3,91000,Client,NaN
165,1.01464,50,305001,Server,10.1.3.3
166,1.01501,4,89600,Client,NaN
167,1.01691,51,306636,Server,10.1.3.4
168,1.02291,5,7000,Client,NaN
169,1.02335,4,7000,Client,NaN
170,1.02387,5,7000,Client,NaN
171,1.02395,52,205989,Server,10.1.3.2
172,1.02464,51,306636,Server,10.1.3.3
173,1.02691,52,205989,Server,10.1.3.4
174,1.03071,5,5600,Client,NaN
175,1.03395,53,286746,Server,10.1.3.2
176,1.03464,52,205989,Server,10.1.3.3
177,1.03691,53,286746,Server,10.1.3.4
178,1.03787,6,12600,Client,NaN
179,1.03997,6,12600,Client,NaN
180,1.04395,54,313071,Server,10.1.3.2
181,1.04464,53,286746,Server,10.1.3.3
182,1.04605,8,7000,Client,NaN
183,1.04691,54,313071,Server,10.1.3.4
184,1.0473,6,14000,Client,NaN
185,1.0483,7,7000,Client,NaN
186,1.04948,9,2800,Client,NaN
187,1.04993,7,2800,Client,NaN
188,1.05042,9,2800,Client,NaN
189,1.0522,8,1400,Client,NaN
190,1.05395,55,210990,Server,10.1.3.2
191,1.05427,10,4200,Client,NaN
192,1.05464,54,313071,Server,10.1.3.3
193,1.0554,9,2800,Client,NaN
194,1.05691,55,210990,Server,10.1.3.4
195,1.05809,10,5600,Client,NaN
196,1.05923,11,4200,Client,NaN
197,1.06149,11,2800,Client,NaN
198,1.06395,56,212043,Server,10.1.3.2
199,1.06464,55,210990,Server,10.1.3.3
200,1.06589,11,9800,Client,NaN
201,1.06691,56,212043,Server,10.1.3.4
202,1.06754,12,7000,Client,NaN
203,1.07395,57,347739,Server,10.1.3.2
204,1.07464,56,212043,Server,10.1.3.3
205,1.07524,12,12600,Client,NaN
206,1.07587,13,7000,Client,NaN
207,1.07691,57,347739,Server,10.1.3.4
208,1.0792,12,9800,Client,NaN
209,1.08032,13,2800,Client,NaN
210,1.08395,58,343245,Server,10.1.3.2
211,1.08464,57,347739,Server,10.1.3.3
212,1.08679,14,8400,Client,NaN
213,1.08691,58,343245,Server,10.1.3.4
214,1.08793,13,7000,Client,NaN
215,1.08979,14,8400,Client,NaN
216,1.09395,59,352278,Server,10.1.3.2
217,1.09464,58,343245,Server,10.1.3.3
218,1.09691,59,352278,Server,10.1.3.4
219,1.09967,14,9800,Client,NaN
220,1.10395,60,289731,Server,10.1.3.2
221,1.10464,59,352278,Server,10.1.3.3
222,1.10691,60,289731,Server,10.1.3.4
223,1.10908,16,18200,Client,NaN
224,1.11184,16,18200,Client,NaN
225,1.11395,61,319308,Server,10.1.3.2
226,1.11464,60,289731,Server,10.1.3.3
227,1.11691,61,319308,Server,10.1.3.4
228,1.12063,16,18200,Client,NaN
229,1.12395,62,198228,Server,10.1.3.2
230,1.12464,61,319308,Server,10.1.3.3
231,1.12691,62,198228,Server,10.1.3.4
232,1.13124,17,19600,Client,NaN
233,1.1318,17,8400,Client,NaN
234,1.13395,63,368880,Server,10.1.3.2
235,1.1344,17,18200,Client,NaN
236,1.13464,62,198228,Server,10.1.3.3
237,1.13691,63,368880,Server,10.1.3.4
238,1.14395,64,390828,Server,10.1.3.2
239,1.14399,18,9800,Client,NaN
240,1.14464,63,368880,Server,10.1.3.3
241,1.14615,18,9800,Client,NaN
242,1.14691,64,390828,Server,10.1.3.4
243,1.15395,65,272070,Server,10.1.3.2
244,1.15426,19,8400,Client,NaN
245,1.15464,64,390828,Server,10.1.3.3
246,1.15537,18,19600,Client,NaN
247,1.15628,19,8400,Client,NaN
248,1.15691,65,272070,Server,10.1.3.4
249,1.16395,66,327183,Server,10.1.3.2
250,1.16464,65,272070,Server,10.1.3.3
251,1.16558,21,9800,Client,NaN
252,1.1661,19,9800,Client,NaN
253,1.16654,21,9800,Client,NaN
254,1.16691,66,327183,Server,10.1.3.4
255,1.17395,67,329154,Server,10.1.3.2
256,1.17464,66,327183,Server,10.1.3.3
257,1.17681,20,8400,Client,NaN
258,1.17691,67,329154,Server,10.1.3.4
259,1.17734,21,1400,Client,NaN
260,1.18395,68,425709,Server,10.1.3.2
261,1.18464,67,329154,Server,10.1.3.3
262,1.18691,68,425709,Server,10.1.3.4
263,1.18825,22,18200,Client,NaN
264,1.18928,22,18200,Client,NaN
265,1.19385,23,4200,Client,NaN
266,1.19395,69,192846,Server,10.1.3.2
267,1.19464,68,425709,Server,10.1.3.3
268,1.19511,22,12600,Client,NaN
269,1.19611,23,4200,Client,NaN
270,1.19691,69,192846,Server,10.1.3.4
271,1.20295,23,7000,Client,NaN
272,1.20395,70,289803,Server,10.1.3.2
273,1.20464,69,192846,Server,10.1.3.3
274,1.20691,70,289803,Server,10.1.3.4
275,1.20743,24,11200,Client,NaN
276,1.20971,24,11200,Client,NaN
277,1.21395,71,250362,Server,10.1.3.2
278,1.2141,24,9800,Client,NaN
279,1.21464,70,289803,Server,10.1.3.3
280,1.21568,26,7000,Client,NaN
281,1.21673,25,7000,Client,NaN
282,1.21691,71,250362,Server,10.1.3.4
283,1.21915,25,4008,Client,NaN
284,1.22295,26,4200,Client,NaN
285,1.22395,72,282597,Server,10.1.3.2
286,1.22464,71,250362,Server,10.1.3.3
287,1.22691,72,282597,Server,10.1.3.4
288,1.23003,26,9165,Client,NaN
289,1.23127,27,12600,Client,NaN
290,1.23336,27,8400,Client,NaN
291,1.23395,73,407157,Server,10.1.3.2
292,1.23464,72,282597,Server,10.1.3.3
293,1.23691,73,407157,Server,10.1.3.4
294,1.23954,28,7000,Client,NaN
295,1.24072,27,8400,Client,NaN
296,1.24116,28,7000,Client,NaN
297,1.24395,74,314418,Server,10.1.3.2
298,1.24464,73,407157,Server,10.1.3.3
299,1.24691,74,314418,Server,10.1.3.4
300,1.24781,30,7000,Client,NaN
301,1.24897,28,7000,Client,NaN
302,1.24951,29,7000,Client,NaN
303,1.25395,75,359271,Server,10.1.3.2
304,1.25464,74,314418,Server,10.1.3.3
305,1.25691,75,359271,Server,10.1.3.4
306,1.25767,30,7000,Client,NaN
307,1.2587,30,8400,Client,NaN
308,1.26395,76,363171,Server,10.1.3.2
309,1.26464,75,359271,Server,10.1.3.3
310,1.266,32,15400,Client,NaN
311,1.26691,76,363171,Server,10.1.3.4
312,1.26811,31,8400,Client,NaN
313,1.26863,32,1400,Client,NaN
314,1.27395,77,419082,Server,10.1.3.2
315,1.27464,76,363171,Server,10.1.3.3
316,1.27691,77,419082,Server,10.1.3.4
317,1.2772,33,9800,Client,NaN
318,1.27767,32,15400,Client,NaN
319,1.27858,33,8400,Client,NaN
320,1.28395,78,300513,Server,10.1.3.2
321,1.28464,77,419082,Server,10.1.3.3
322,1.28591,34,7000,Client,NaN
323,1.28689,33,8400,Client,NaN
324,1.28691,78,300513,Server,10.1.3.4
325,1.29041,34,8400,Client,NaN
326,1.29395,79,338457,Server,10.1.3.2
327,1.29464,78,300513,Server,10.1.3.3
328,1.29691,79,338457,Server,10.1.3.4
329,1.29764,35,8400,Client,NaN
330,1.29887,34,8400,Client,NaN
331,1.29987,35,8400,Client,NaN
332,1.30395,80,187173,Server,10.1.3.2
333,1.30464,79,338457,Server,10.1.3.3
334,1.30691,80,187173,Server,10.1.3.4
335,1.30765,36,8400,Client,NaN
336,1.30888,35,8400,Client,NaN
337,1.31395,81,160893,Server,10.1.3.2
338,1.31464,80,187173,Server,10.1.3.3
339,1.31658,37,8400,Client,NaN
340,1.31691,81,160893,Server,10.1.3.4
341,1.31758,36,14000,Client,NaN
342,1.32036,37,2800,Client,NaN
343,1.32395,82,368460,Server,10.1.3.2
344,1.32464,81,160893,Server,10.1.3.3
345,1.32691,82,368460,Server,10.1.3.4
346,1.3272,38,8400,Client,NaN
347,1.32771,37,15400,Client,NaN
348,1.33395,83,193638,Server,10.1.3.2
349,1.33464,82,368460,Server,10.1.3.3
350,1.33691,83,193638,Server,10.1.3.4
351,1.33714,38,14000,Client,NaN
352,1.33777,39,8400,Client,NaN
353,1.34111,38,11200,Client,NaN
354,1.34395,84,248004,Server,10.1.3.2
355,1.34464,83,193638,Server,10.1.3.3
356,1.34691,84,248004,Server,10.1.3.4
357,1.34806,39,8400,Client,NaN
358,1.34931,40,9800,Client,NaN
359,1.34983,39,7000,Client,NaN
360,1.35395,85,313500,Server,10.1.3.2
361,1.35464,84,248004,Server,10.1.3.3
362,1.35691,85,313500,Server,10.1.3.4
363,1.35823,40,8400,Client,NaN
364,1.36005,41,9800,Client,NaN
365,1.36052,40,8683,Client,NaN
366,1.36395,86,420933,Server,10.1.3.2
367,1.36464,85,313500,Server,10.1.3.3
368,1.36655,41,7000,Client,NaN
369,1.36691,86,420933,Server,10.1.3.4
370,1.37395,87,177519,Server,10.1.3.2
371,1.37464,86,420933,Server,10.1.3.3
372,1.376,43,12600,Client,NaN
373,1.37648,42,14000,Client,NaN
374,1.37691,87,177519,Server,10.1.3.4
375,1.37979,43,11200,Client,NaN
376,1.38395,88,386829,Server,10.1.3.2
377,1.38464,87,177519,Server,10.1.3.3
378,1.38647,44,8400,Client,NaN
379,1.38691,88,386829,Server,10.1.3.4
380,1.38772,43,8400,Client,NaN
381,1.3888,44,7000,Client,NaN
382,1.39395,89,309618,Server,10.1.3.2
383,1.39464,88,386829,Server,10.1.3.3
384,1.39691,89,309618,Server,10.1.3.4
385,1.39756,44,8400,Client,NaN
386,1.39877,45,9800,Client,NaN
387,1.40046,45,9800,Client,NaN
388,1.40395,90,207594,Server,10.1.3.2
389,1.40464,89,309618,Server,10.1.3.3
390,1.40691,90,207594,Server,10.1.3.4
391,1.40942,46,8400,Client,NaN
392,1.41064,45,9800,Client,NaN
393,1.4116,46,8400,Client,NaN
394,1.41395,91,263454,Server,10.1.3.2
395,1.41464,90,207594,Server,10.1.3.3
396,1.41691,91,263454,Server,10.1.3.4
397,1.41783,47,7000,Client,NaN
398,1.4211,46,9800,Client,NaN
399,1.42395,92,265539,Server,10.1.3.2
400,1.42464,91,263454,Server,10.1.3.3
401,1.42691,92,265539,Server,10.1.3.4
402,1.42757,47,14000,Client,NaN
403,1.42827,48,8400,Client,NaN
404,1.43151,47,8400,Client,NaN
405,1.43464,92,265539,Server,10.1.3.3
406,1.43751,48,5600,Client,NaN
407,1.43798,48,8400,Client,NaN
408,1.44723,49,16800,Client,NaN
409,1.4494,50,1400,Client,NaN
410,1.45136,49,11529,Client,NaN
411,1.45191,49,11200,Client,NaN
412,1.45707,50,4200,Client,NaN
413,1.45827,51,7000,Client,NaN
414,1.46153,50,8400,Client,NaN
415,1.46737,51,9800,Client,NaN
416,1.46807,52,8400,Client,NaN
417,1.46918,51,5600,Client,NaN
418,1.47026,52,1400,Client,NaN
419,1.47636,53,7000,Client,NaN
420,1.47751,52,7000,Client,NaN
421,1.47854,53,7000,Client,NaN
422,1.486,54,8400,Client,NaN
423,1.48645,53,7000,Client,NaN
424,1.4896,54,9800,Client,NaN
425,1.49675,55,7000,Client,NaN
426,1.49801,54,9800,Client,NaN
427,1.5019,55,8400,Client,NaN
428,1.50797,56,9800,Client,NaN
429,1.5085,55,8400,Client,NaN
430,1.50939,56,7000,Client,NaN
431,1.51155,56,3443,Client,NaN
432,1.51817,57,8400,Client,NaN
433,1.52034,57,8400,Client,NaN
434,1.52659,58,7000,Client,NaN
435,1.5277,57,12600,Client,NaN
436,1.53101,58,9800,Client,NaN
437,1.53733,59,9800,Client,NaN
438,1.53777,58,8400,Client,NaN
439,1.53982,60,1400,Client,NaN
440,1.54147,59,8400,Client,NaN
441,1.5471,60,4200,Client,NaN
442,1.54936,59,9800,Client,NaN
443,1.55058,61,9800,Client,NaN
444,1.55747,61,9800,Client,NaN
445,1.55812,62,5600,Client,NaN
446,1.55901,60,8400,Client,NaN
447,1.5595,61,108,Client,NaN
448,1.56052,62,1400,Client,NaN
449,1.56652,63,7000,Client,NaN
450,1.56764,62,7000,Client,NaN
451,1.56863,63,8400,Client,NaN
452,1.57463,64,7000,Client,NaN
453,1.57585,63,7000,Client,NaN
454,1.57906,64,8400,Client,NaN
455,1.58474,65,8400,Client,NaN
456,1.58581,64,8400,Client,NaN
457,1.58791,65,7000,Client,NaN
458,1.60098,65,11200,Client,NaN
459,1.60808,66,18200,Client,NaN
460,1.60977,66,16800,Client,NaN
461,1.61628,67,7000,Client,NaN
462,1.61742,66,14000,Client,NaN
463,1.62061,67,9800,Client,NaN
464,1.62785,67,8400,Client,NaN
465,1.63773,69,18200,Client,NaN
466,1.63926,69,15400,Client,NaN
467,1.64526,70,7000,Client,NaN
468,1.64633,68,16800,Client,NaN
469,1.64873,69,1400,Client,NaN
470,1.64977,70,8400,Client,NaN
471,1.65587,71,8400,Client,NaN
472,1.65702,70,7000,Client,NaN
473,1.66007,71,9800,Client,NaN
474,1.66692,72,9800,Client,NaN
475,1.66741,71,8400,Client,NaN
476,1.66844,72,7000,Client,NaN
477,1.67471,73,7000,Client,NaN
478,1.67521,72,7000,Client,NaN
479,1.67682,73,7000,Client,NaN
480,1.68649,73,8400,Client,NaN
481,1.69444,74,15400,Client,NaN
482,1.69542,74,8400,Client,NaN
483,1.69938,74,16800,Client,NaN
484,1.70554,75,8400,Client,NaN
485,1.71,75,9800,Client,NaN
486,1.71709,75,16800,Client,NaN
487,1.91126,76,172771,Client,NaN
488,1.91526,76,171371,Client,NaN
489,1.99263,76,230171,Client,NaN
490,2.3649,77,375682,Client,NaN
491,2.36874,77,375682,Client,NaN
492,2.44614,77,372882,Client,NaN
493,2.68772,78,261313,Client,NaN
494,2.69091,78,261313,Client,NaN
495,2.76764,78,259913,Client,NaN
496,3.04078,79,286657,Client,NaN
497,3.04281,79,285600,Client,NaN
498,3.11593,79,285257,Client,NaN
499,3.23349,80,155400,Client,NaN
500,3.23516,80,155400,Client,NaN
501,3.30836,80,154973,Client,NaN
502,3.39581,81,132893,Client,NaN
503,3.39748,81,132893,Client,NaN
504,3.4666,81,131493,Client,NaN
505,3.75899,82,297060,Client,NaN
506,3.76269,82,297060,Client,NaN
507,3.83078,82,294260,Client,NaN
508,3.95036,83,153038,Client,NaN
509,3.95269,83,153038,Client,NaN
510,4.02068,83,153038,Client,NaN
511,4.18679,84,192004,Client,NaN
512,4.18745,84,193200,Client,NaN
513,4.25373,84,191800,Client,NaN
514,4.48259,85,240700,Client,NaN
515,4.4832,85,240700,Client,NaN
516,4.54557,85,239300,Client,NaN
517,4.85594,86,315933,Client,NaN
518,4.85724,86,315933,Client,NaN
519,4.91802,86,315933,Client,NaN
520,5.00747,87,131319,Client,NaN
521,5.00847,87,131319,Client,NaN
522,5.06988,87,130200,Client,NaN
523,5.33758,88,284629,Client,NaN
524,5.33847,88,284629,Client,NaN
525,5.39948,88,284200,Client,NaN
526,5.59782,89,224218,Client,NaN
527,5.59908,89,224000,Client,NaN
528,5.65829,89,224218,Client,NaN
529,5.76841,90,148794,Client,NaN
530,5.7699,90,148794,Client,NaN
531,5.82712,90,147000,Client,NaN
532,5.98218,91,185054,Client,NaN
533,5.9837,91,186200,Client,NaN
534,6.04403,91,186454,Client,NaN
