,Time,Frame,bytes,Server/Client,Dest
148,2.16837,19,105698,Client,NaN
149,2.22137,20,93499,Client,NaN
150,2.23351,20,92099,Client,NaN
151,2.2799,20,92099,Client,NaN
152,2.3624,21,116519,Client,NaN
153,2.37557,21,117919,Client,NaN
154,2.42084,21,116519,Client,NaN
155,2.48083,22,97377,Client,NaN
156,2.49277,22,95977,Client,NaN
157,2.53737,22,95977,Client,NaN
158,2.63486,23,128687,Client,NaN
159,2.64623,23,128800,Client,NaN
160,2.69413,23,128687,Client,NaN
161,2.77024,24,110077,Client,NaN
162,2.78377,24,111477,Client,NaN
163,2.83144,24,110077,Client,NaN
164,2.91876,25,119630,Client,NaN
165,2.93063,25,118230,Client,NaN
166,2.9752,25,118230,Client,NaN
167,3.06908,26,122105,Client,NaN
168,3.08003,26,122105,Client,NaN
169,3.12387,26,122105,Client,NaN
170,3.22427,27,125547,Client,NaN
171,3.23623,27,125547,Client,NaN
172,3.28,27,124600,Client,NaN
173,3.38412,28,125293,Client,NaN
174,3.39661,28,125293,Client,NaN
175,3.44052,28,125293,Client,NaN
