,Unnamed: 0_Ours,Time,Frame_Ours,bytes_Ours,Server/Client_Ours,Dest_Ours,Unnamed: 0_Non-persistent,Frame_Non-persistent,bytes_Non-persistent,Server/Client_Non-persistent,Dest_Non-persistent,Unnamed: 0,Frame,bytes,Server/Client,Dest
199,478.0,1.6752099999999999,72.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,479.0,1.67682,73.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201,480.0,1.68649,73.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202,481.0,1.6944400000000002,74.0,15400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203,482.0,1.6954200000000001,74.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204,483.0,1.69938,74.0,16800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,484.0,1.70554,75.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206,485.0,1.71,75.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207,486.0,1.7170900000000002,75.0,16800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208,487.0,1.91126,76.0,172771.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209,488.0,1.91526,76.0,171371.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,489.0,1.99263,76.0,230171.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211,490.0,2.3649,77.0,375682.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,491.0,2.3687400000000003,77.0,375682.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213,492.0,2.44614,77.0,372882.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214,493.0,2.68772,78.0,261313.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,494.0,2.6909099999999997,78.0,261313.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216,495.0,2.76764,78.0,259913.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,496.0,3.04078,79.0,286657.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218,497.0,3.04281,79.0,285600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219,498.0,3.11593,79.0,285257.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,499.0,3.23349,80.0,155400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,500.0,3.23516,80.0,155400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222,501.0,3.30836,80.0,154973.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,502.0,3.39581,81.0,132893.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224,503.0,3.3974800000000003,81.0,132893.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,504.0,3.4666,81.0,131493.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,505.0,3.7589900000000003,82.0,297060.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,506.0,3.76269,82.0,297060.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,507.0,3.8307800000000003,82.0,294260.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,508.0,3.95036,83.0,153038.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,509.0,3.95269,83.0,153038.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,510.0,4.0206800000000005,83.0,153038.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,511.0,4.18679,84.0,192004.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,512.0,4.18745,84.0,193200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,513.0,4.25373,84.0,191800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,514.0,4.48259,85.0,240700.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236,515.0,4.4832,85.0,240700.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,516.0,4.54557,85.0,239300.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,517.0,4.85594,86.0,315933.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,518.0,4.85724,86.0,315933.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,519.0,4.918019999999999,86.0,315933.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,520.0,5.00747,87.0,131319.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,521.0,5.00847,87.0,131319.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,522.0,5.06988,87.0,130200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244,523.0,5.33758,88.0,284629.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,524.0,5.33847,88.0,284629.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,525.0,5.3994800000000005,88.0,284200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,526.0,5.59782,89.0,224218.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248,527.0,5.599080000000001,89.0,224000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249,528.0,5.65829,89.0,224218.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,529.0,5.76841,90.0,148794.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,530.0,5.7699,90.0,148794.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,531.0,5.82712,90.0,147000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,532.0,5.9821800000000005,91.0,185054.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
254,533.0,5.9837,91.0,186200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255,534.0,6.04403,91.0,186454.0,Client,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256,NaN,0.642599,NaN,NaN,NaN,NaN,46.0,1.0,3081.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
257,NaN,0.6466930000000001,NaN,NaN,NaN,NaN,49.0,2.0,3081.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
258,NaN,0.723021,NaN,NaN,NaN,NaN,72.0,3.0,154902.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
259,NaN,0.799098,NaN,NaN,NaN,NaN,97.0,2.0,3081.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
260,NaN,0.875749,NaN,NaN,NaN,NaN,121.0,3.0,154902.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
261,NaN,0.903603,NaN,NaN,NaN,NaN,129.0,4.0,156378.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
262,NaN,0.9047729999999999,NaN,NaN,NaN,NaN,132.0,3.0,154902.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
263,NaN,0.997943,NaN,NaN,NaN,NaN,161.0,4.0,154978.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
264,NaN,1.08019,NaN,NaN,NaN,NaN,186.0,6.0,147000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
265,NaN,1.08125,NaN,NaN,NaN,NaN,187.0,5.0,147000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
266,NaN,1.08217,NaN,NaN,NaN,NaN,188.0,6.0,68600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
267,NaN,1.087,NaN,NaN,NaN,NaN,192.0,7.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
268,NaN,1.0882399999999999,NaN,NaN,NaN,NaN,193.0,7.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
269,NaN,1.08876,NaN,NaN,NaN,NaN,194.0,6.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
270,NaN,1.08992,NaN,NaN,NaN,NaN,195.0,8.0,1400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
271,NaN,1.09277,NaN,NaN,NaN,NaN,196.0,8.0,5173.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
272,NaN,1.09342,NaN,NaN,NaN,NaN,197.0,9.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
273,NaN,1.0945799999999999,NaN,NaN,NaN,NaN,199.0,8.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
274,NaN,1.0977299999999999,NaN,NaN,NaN,NaN,202.0,9.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
275,NaN,1.09885,NaN,NaN,NaN,NaN,203.0,11.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
276,NaN,1.10005,NaN,NaN,NaN,NaN,204.0,9.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
277,NaN,1.10105,NaN,NaN,NaN,NaN,205.0,10.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
278,NaN,1.10433,NaN,NaN,NaN,NaN,207.0,12.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
279,NaN,1.1054700000000002,NaN,NaN,NaN,NaN,209.0,10.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
280,NaN,1.10649,NaN,NaN,NaN,NaN,210.0,11.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
281,NaN,1.10981,NaN,NaN,NaN,NaN,212.0,12.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
282,NaN,1.11047,NaN,NaN,NaN,NaN,213.0,13.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
283,NaN,1.11097,NaN,NaN,NaN,NaN,214.0,11.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
284,NaN,1.11239,NaN,NaN,NaN,NaN,215.0,13.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
285,NaN,1.11405,NaN,NaN,NaN,NaN,217.0,12.0,1400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
286,NaN,1.12083,NaN,NaN,NaN,NaN,220.0,15.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
287,NaN,1.12191,NaN,NaN,NaN,NaN,221.0,13.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
288,NaN,1.1229,NaN,NaN,NaN,NaN,222.0,14.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
289,NaN,1.1330200000000001,NaN,NaN,NaN,NaN,226.0,16.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
290,NaN,1.13358,NaN,NaN,NaN,NaN,227.0,14.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
291,NaN,1.1341,NaN,NaN,NaN,NaN,229.0,16.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
292,NaN,1.13834,NaN,NaN,NaN,NaN,232.0,15.0,3194.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
293,NaN,1.14347,NaN,NaN,NaN,NaN,233.0,17.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
294,NaN,1.14466,NaN,NaN,NaN,NaN,236.0,16.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
295,NaN,1.14567,NaN,NaN,NaN,NaN,237.0,17.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
296,NaN,1.1538700000000002,NaN,NaN,NaN,NaN,239.0,19.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
297,NaN,1.15505,NaN,NaN,NaN,NaN,242.0,17.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
298,NaN,1.156,NaN,NaN,NaN,NaN,243.0,18.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
299,NaN,1.16374,NaN,NaN,NaN,NaN,245.0,18.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
300,NaN,1.16418,NaN,NaN,NaN,NaN,247.0,19.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
301,NaN,1.16725,NaN,NaN,NaN,NaN,250.0,20.0,11200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
302,NaN,1.1744299999999999,NaN,NaN,NaN,NaN,252.0,20.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
303,NaN,1.1755,NaN,NaN,NaN,NaN,254.0,21.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
304,NaN,1.1767100000000001,NaN,NaN,NaN,NaN,255.0,19.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
305,NaN,1.17759,NaN,NaN,NaN,NaN,257.0,21.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
306,NaN,1.1787,NaN,NaN,NaN,NaN,258.0,20.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
307,NaN,1.1861,NaN,NaN,NaN,NaN,261.0,22.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
308,NaN,1.1866,NaN,NaN,NaN,NaN,262.0,21.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
309,NaN,1.1880700000000002,NaN,NaN,NaN,NaN,264.0,22.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
310,NaN,1.19574,NaN,NaN,NaN,NaN,267.0,22.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
311,NaN,1.19695,NaN,NaN,NaN,NaN,269.0,23.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
312,NaN,1.1985700000000001,NaN,NaN,NaN,NaN,270.0,23.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
313,NaN,1.20589,NaN,NaN,NaN,NaN,273.0,24.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
314,NaN,1.2070299999999998,NaN,NaN,NaN,NaN,275.0,23.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
315,NaN,1.20799,NaN,NaN,NaN,NaN,276.0,24.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
316,NaN,1.2167700000000001,NaN,NaN,NaN,NaN,279.0,25.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
317,NaN,1.21795,NaN,NaN,NaN,NaN,281.0,24.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
318,NaN,1.21901,NaN,NaN,NaN,NaN,282.0,25.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
319,NaN,1.22539,NaN,NaN,NaN,NaN,285.0,26.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
320,NaN,1.2264,NaN,NaN,NaN,NaN,286.0,25.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
321,NaN,1.22809,NaN,NaN,NaN,NaN,288.0,27.0,1400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
322,NaN,1.2291,NaN,NaN,NaN,NaN,289.0,26.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
323,NaN,1.2346700000000002,NaN,NaN,NaN,NaN,292.0,26.0,4626.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
324,NaN,1.2368700000000001,NaN,NaN,NaN,NaN,293.0,28.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
325,NaN,1.23732,NaN,NaN,NaN,NaN,295.0,27.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
326,NaN,1.23831,NaN,NaN,NaN,NaN,296.0,28.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
327,NaN,1.24685,NaN,NaN,NaN,NaN,299.0,29.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
328,NaN,1.24795,NaN,NaN,NaN,NaN,301.0,28.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
329,NaN,1.24885,NaN,NaN,NaN,NaN,302.0,29.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
330,NaN,1.25666,NaN,NaN,NaN,NaN,305.0,29.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
331,NaN,1.25833,NaN,NaN,NaN,NaN,307.0,30.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
332,NaN,1.25981,NaN,NaN,NaN,NaN,308.0,30.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
333,NaN,1.26596,NaN,NaN,NaN,NaN,311.0,31.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
334,NaN,1.26715,NaN,NaN,NaN,NaN,313.0,30.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
335,NaN,1.27047,NaN,NaN,NaN,NaN,314.0,31.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
336,NaN,1.27663,NaN,NaN,NaN,NaN,317.0,32.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
337,NaN,1.27706,NaN,NaN,NaN,NaN,319.0,31.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
338,NaN,1.28095,NaN,NaN,NaN,NaN,320.0,32.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
339,NaN,1.28709,NaN,NaN,NaN,NaN,324.0,34.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
340,NaN,1.28829,NaN,NaN,NaN,NaN,325.0,32.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
341,NaN,1.28881,NaN,NaN,NaN,NaN,326.0,33.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
342,NaN,1.29605,NaN,NaN,NaN,NaN,329.0,33.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
343,NaN,1.2971700000000002,NaN,NaN,NaN,NaN,331.0,34.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
344,NaN,1.29837,NaN,NaN,NaN,NaN,332.0,35.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
345,NaN,1.29883,NaN,NaN,NaN,NaN,333.0,34.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
346,NaN,1.30592,NaN,NaN,NaN,NaN,336.0,35.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
347,NaN,1.30655,NaN,NaN,NaN,NaN,337.0,36.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
348,NaN,1.3082,NaN,NaN,NaN,NaN,339.0,36.0,1400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
349,NaN,1.3100100000000001,NaN,NaN,NaN,NaN,340.0,35.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
350,NaN,1.3154299999999999,NaN,NaN,NaN,NaN,343.0,37.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
351,NaN,1.3188799999999998,NaN,NaN,NaN,NaN,345.0,36.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
352,NaN,1.31941,NaN,NaN,NaN,NaN,346.0,37.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
353,NaN,1.3262,NaN,NaN,NaN,NaN,349.0,38.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
354,NaN,1.32673,NaN,NaN,NaN,NaN,350.0,37.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
355,NaN,1.3367200000000001,NaN,NaN,NaN,NaN,354.0,38.0,14000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
356,NaN,1.3373899999999999,NaN,NaN,NaN,NaN,356.0,39.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
357,NaN,1.33861,NaN,NaN,NaN,NaN,357.0,38.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
358,NaN,1.33969,NaN,NaN,NaN,NaN,358.0,39.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
359,NaN,1.3488200000000001,NaN,NaN,NaN,NaN,362.0,40.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
360,NaN,1.34933,NaN,NaN,NaN,NaN,363.0,39.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
361,NaN,1.3503399999999999,NaN,NaN,NaN,NaN,364.0,40.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
362,NaN,1.35704,NaN,NaN,NaN,NaN,368.0,41.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
363,NaN,1.36002,NaN,NaN,NaN,NaN,369.0,40.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
364,NaN,1.361,NaN,NaN,NaN,NaN,370.0,41.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
365,NaN,1.36798,NaN,NaN,NaN,NaN,374.0,41.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
366,NaN,1.36973,NaN,NaN,NaN,NaN,375.0,43.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
367,NaN,1.3713,NaN,NaN,NaN,NaN,376.0,43.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
368,NaN,1.37796,NaN,NaN,NaN,NaN,380.0,44.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
369,NaN,1.37919,NaN,NaN,NaN,NaN,381.0,42.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
370,NaN,1.3808200000000002,NaN,NaN,NaN,NaN,382.0,43.0,1400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
371,NaN,1.38525,NaN,NaN,NaN,NaN,385.0,44.0,12113.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
372,NaN,1.3874600000000001,NaN,NaN,NaN,NaN,387.0,44.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
373,NaN,1.3886399999999999,NaN,NaN,NaN,NaN,388.0,45.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
374,NaN,1.3901299999999999,NaN,NaN,NaN,NaN,389.0,45.0,2800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
375,NaN,1.3969200000000002,NaN,NaN,NaN,NaN,393.0,46.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
376,NaN,1.39739,NaN,NaN,NaN,NaN,394.0,45.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
377,NaN,1.39895,NaN,NaN,NaN,NaN,395.0,46.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
378,NaN,1.40812,NaN,NaN,NaN,NaN,399.0,47.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
379,NaN,1.40931,NaN,NaN,NaN,NaN,400.0,46.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
380,NaN,1.4103700000000001,NaN,NaN,NaN,NaN,401.0,47.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
381,NaN,1.4169399999999999,NaN,NaN,NaN,NaN,405.0,47.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
382,NaN,1.41916,NaN,NaN,NaN,NaN,406.0,48.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
383,NaN,1.42078,NaN,NaN,NaN,NaN,407.0,48.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
384,NaN,1.4274799999999999,NaN,NaN,NaN,NaN,411.0,49.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
385,NaN,1.42859,NaN,NaN,NaN,NaN,412.0,48.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
386,NaN,1.43108,NaN,NaN,NaN,NaN,413.0,49.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
387,NaN,1.43871,NaN,NaN,NaN,NaN,415.0,50.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
388,NaN,1.4392399999999999,NaN,NaN,NaN,NaN,416.0,49.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
389,NaN,1.44075,NaN,NaN,NaN,NaN,417.0,50.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
390,NaN,1.44145,NaN,NaN,NaN,NaN,418.0,51.0,1400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
391,NaN,1.44821,NaN,NaN,NaN,NaN,419.0,51.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
392,NaN,1.45068,NaN,NaN,NaN,NaN,420.0,50.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
393,NaN,1.45233,NaN,NaN,NaN,NaN,421.0,52.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
394,NaN,1.4599799999999998,NaN,NaN,NaN,NaN,422.0,53.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
395,NaN,1.46107,NaN,NaN,NaN,NaN,423.0,52.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
396,NaN,1.46154,NaN,NaN,NaN,NaN,424.0,52.0,11200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
397,NaN,1.46756,NaN,NaN,NaN,NaN,425.0,53.0,5600.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
398,NaN,1.46817,NaN,NaN,NaN,NaN,426.0,54.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
399,NaN,1.46925,NaN,NaN,NaN,NaN,427.0,53.0,7000.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
400,NaN,1.4732100000000001,NaN,NaN,NaN,NaN,428.0,54.0,4200.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
401,NaN,1.47891,NaN,NaN,NaN,NaN,429.0,55.0,9800.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
402,NaN,1.47937,NaN,NaN,NaN,NaN,430.0,54.0,8400.0,Client,NaN,NaN,NaN,NaN,NaN,NaN
